SCHOOL_CODE,Pass Percentage,Observation,,,,,,,Mean,77.53852777
IA0220,80.00,Reward,,,,,,,,
IA0221,66.67,Reward,,,,,,,,
IA0222,100.00,Reward,,,,,,,,
IA0224,100.00,Reward,,,,,,,,
IA0225,100.00,Reward,,,,,,,,
IA0227,100.00,Reward,,,,,,,,
IA0228,100.00,Reward,,,,,,,,
IA0229,37.50,Reward,,,,,,,,
IA0230,100.00,Reward,,,,,,,,
IA0231,75.00,Reward,,,,,,,,
IA0232,57.14,Reward,,,,,,,,
IA0233,71.43,Reward,,,,,,,,
IA0234,100.00,Reward,,,,,,,,
IA0235,42.86,Reward,,,,,,,,
IA0236,100.00,Reward,,,,,,,,
IA0237,100.00,Reward,,,,,,,,
IA0238,100.00,Reward,,,,,,,,
IA0239,40.00,Reward,,,,,,,,
IA0240,100.00,Reward,,,,,,,,
IA0241,100.00,Reward,,,,,,,,
IA0242,75.00,Reward,,,,,,,,
IA0243,100.00,Reward,,,,,,,,
IA0244,100.00,Reward,,,,,,,,
IA0245,80.00,Reward,,,,,,,,
IA0246,33.33,Reward,,,,,,,,
IA0248,0.00,Normal,,,,,,,,
IA0249,66.67,Reward,,,,,,,,
IA0250,100.00,Reward,,,,,,,,
IA0251,100.00,Reward,,,,,,,,
IA0252,100.00,Reward,,,,,,,,
IA0253,100.00,Reward,,,,,,,,
IA0254,100.00,Reward,,,,,,,,
IA0255,100.00,Reward,,,,,,,,
IA0258,50.00,Reward,,,,,,,,
IA0259,100.00,Reward,,,,,,,,
IA0260,100.00,Reward,,,,,,,,
IA0261,100.00,Reward,,,,,,,,
IA0263,100.00,Reward,,,,,,,,
IA0264,100.00,Reward,,,,,,,,
IA0266,100.00,Reward,,,,,,,,
IA0267,0.00,Normal,,,,,,,,
IA0268,100.00,Reward,,,,,,,,
IA0269,100.00,Reward,,,,,,,,
IA0273,100.00,Reward,,,,,,,,
IA0274,100.00,Reward,,,,,,,,
IA0276,100.00,Reward,,,,,,,,
IA0277,50.00,Reward,,,,,,,,
IA0278,100.00,Reward,,,,,,,,
IA0279,100.00,Reward,,,,,,,,
IA0281,50.00,Reward,,,,,,,,
IA0282,50.00,Reward,,,,,,,,
IA0283,100.00,Reward,,,,,,,,
IA0284,100.00,Reward,,,,,,,,
IA0285,100.00,Reward,,,,,,,,
IA0286,0.00,Normal,,,,,,,,
IA0287,100.00,Reward,,,,,,,,
IA0288,0.00,Normal,,,,,,,,
IA0293,100.00,Reward,,,,,,,,
IA0294,100.00,Reward,,,,,,,,
IA0295,50.00,Reward,,,,,,,,
IA0296,33.33,Reward,,,,,,,,
IA0297,66.67,Reward,,,,,,,,
IA0298,100.00,Reward,,,,,,,,
IA0299,50.00,Reward,,,,,,,,
IA0300,50.00,Reward,,,,,,,,
IA0301,80.00,Reward,,,,,,,,
IA0302,100.00,Reward,,,,,,,,
IA0303,50.00,Reward,,,,,,,,
IA0306,100.00,Reward,,,,,,,,
IA0307,100.00,Reward,,,,,,,,
IA0308,100.00,Reward,,,,,,,,
IA0309,100.00,Reward,,,,,,,,
IA0310,100.00,Reward,,,,,,,,
IA0312,75.00,Reward,,,,,,,,
IA0313,50.00,Reward,,,,,,,,
IA0314,100.00,Reward,,,,,,,,
IA0316,75.00,Reward,,,,,,,,
IA0318,100.00,Reward,,,,,,,,
IA0321,0.00,Normal,,,,,,,,
IA0322,100.00,Reward,,,,,,,,
IA0323,80.00,Reward,,,,,,,,
IA0324,100.00,Reward,,,,,,,,
IA0325,100.00,Reward,,,,,,,,
IA0326,100.00,Reward,,,,,,,,
IA0329,100.00,Reward,,,,,,,,
IA0330,50.00,Reward,,,,,,,,
IA0331,100.00,Reward,,,,,,,,
IA0333,100.00,Reward,,,,,,,,
IA0334,100.00,Reward,,,,,,,,
IA0336,0.00,Normal,,,,,,,,
IA0337,83.33,Reward,,,,,,,,
IA0338,100.00,Reward,,,,,,,,
IA0339,100.00,Reward,,,,,,,,
IA0341,100.00,Reward,,,,,,,,
IA0343,100.00,Reward,,,,,,,,
IA0345,100.00,Reward,,,,,,,,
IA0346,100.00,Reward,,,,,,,,
IA0347,100.00,Reward,,,,,,,,
IA0348,100.00,Reward,,,,,,,,
IA0349,100.00,Reward,,,,,,,,
IA0350,100.00,Reward,,,,,,,,
IA0352,100.00,Reward,,,,,,,,
IA0353,100.00,Reward,,,,,,,,
IA0356,100.00,Reward,,,,,,,,
IA0357,100.00,Reward,,,,,,,,
IA0359,75.00,Reward,,,,,,,,
IA0360,100.00,Reward,,,,,,,,
IA0362,50.00,Reward,,,,,,,,
IA0363,100.00,Reward,,,,,,,,
IA0365,100.00,Reward,,,,,,,,
IA0366,100.00,Reward,,,,,,,,
IA0367,100.00,Reward,,,,,,,,
IA0368,100.00,Reward,,,,,,,,
IA0369,0.00,Normal,,,,,,,,
IA0370,0.00,Normal,,,,,,,,
IA0371,100.00,Reward,,,,,,,,
IA0372,100.00,Reward,,,,,,,,
IA0373,50.00,Reward,,,,,,,,
IA0374,100.00,Reward,,,,,,,,
IA0375,100.00,Reward,,,,,,,,
IA0376,33.33,Reward,,,,,,,,
IA0378,100.00,Reward,,,,,,,,
IA0380,100.00,Reward,,,,,,,,
IA0381,100.00,Reward,,,,,,,,
IA0383,100.00,Reward,,,,,,,,
IA0384,100.00,Reward,,,,,,,,
IA0386,100.00,Reward,,,,,,,,
IA0387,100.00,Reward,,,,,,,,
IA0388,100.00,Reward,,,,,,,,
IA0390,100.00,Reward,,,,,,,,
IA0391,0.00,Normal,,,,,,,,
IA0392,50.00,Reward,,,,,,,,
IA0393,100.00,Reward,,,,,,,,
IA0394,100.00,Reward,,,,,,,,
IA0396,100.00,Reward,,,,,,,,
IA0397,80.00,Reward,,,,,,,,
IA0398,100.00,Reward,,,,,,,,
IA0399,100.00,Reward,,,,,,,,
IA0400,100.00,Reward,,,,,,,,
IA0401,50.00,Reward,,,,,,,,
IA0403,100.00,Reward,,,,,,,,
IA0404,100.00,Reward,,,,,,,,
IA0407,100.00,Reward,,,,,,,,
IA0412,100.00,Reward,,,,,,,,
IA0413,100.00,Reward,,,,,,,,
IA0414,100.00,Reward,,,,,,,,
IA0415,100.00,Reward,,,,,,,,
IA0416,100.00,Reward,,,,,,,,
IA0418,100.00,Reward,,,,,,,,
IA0419,0.00,Normal,,,,,,,,
IA0423,33.33,Reward,,,,,,,,
IA0424,0.00,Normal,,,,,,,,
IA0426,100.00,Reward,,,,,,,,
IA0427,100.00,Reward,,,,,,,,
IA0428,50.00,Reward,,,,,,,,
IA0430,100.00,Reward,,,,,,,,
IA0431,100.00,Reward,,,,,,,,
IA0432,100.00,Reward,,,,,,,,
IA0433,100.00,Reward,,,,,,,,
IA0434,100.00,Reward,,,,,,,,
IA0436,100.00,Reward,,,,,,,,
IA0439,0.00,Normal,,,,,,,,
IA0440,100.00,Reward,,,,,,,,
IA0441,100.00,Reward,,,,,,,,
IA0442,100.00,Reward,,,,,,,,
IA0447,100.00,Reward,,,,,,,,
IA0448,100.00,Reward,,,,,,,,
IA0449,100.00,Reward,,,,,,,,
IA0451,100.00,Reward,,,,,,,,
II0001,50.00,Reward,,,,,,,,
II0002,60.00,Reward,,,,,,,,
II0003,44.44,Reward,,,,,,,,
II0004,87.50,Reward,,,,,,,,
II0005,100.00,Reward,,,,,,,,
II0006,66.67,Reward,,,,,,,,
II0007,55.56,Reward,,,,,,,,
II0008,57.14,Reward,,,,,,,,
II0009,56.25,Reward,,,,,,,,
II0010,75.00,Reward,,,,,,,,
II0011,88.89,Reward,,,,,,,,
II0012,63.64,Reward,,,,,,,,
II0013,100.00,Reward,,,,,,,,
II0014,66.67,Reward,,,,,,,,
II0015,50.00,Reward,,,,,,,,
II0016,81.82,Reward,,,,,,,,
II0018,100.00,Reward,,,,,,,,
II0019,75.00,Reward,,,,,,,,
II0020,100.00,Reward,,,,,,,,
II0021,100.00,Reward,,,,,,,,
II0022,100.00,Reward,,,,,,,,
II0023,100.00,Reward,,,,,,,,
II0024,100.00,Reward,,,,,,,,
II0025,88.89,Reward,,,,,,,,
II0026,100.00,Reward,,,,,,,,
II0027,100.00,Reward,,,,,,,,
II0028,93.33,Reward,,,,,,,,
II0029,100.00,Reward,,,,,,,,
II0030,0.00,Normal,,,,,,,,
II0031,100.00,Reward,,,,,,,,
II0032,100.00,Reward,,,,,,,,
II0033,66.67,Reward,,,,,,,,
II0035,100.00,Reward,,,,,,,,
II0036,66.67,Reward,,,,,,,,
II0037,37.50,Reward,,,,,,,,
II0038,100.00,Reward,,,,,,,,
II0039,100.00,Reward,,,,,,,,
II0040,100.00,Reward,,,,,,,,
II0041,66.67,Reward,,,,,,,,
II0042,0.00,Normal,,,,,,,,
II0043,100.00,Reward,,,,,,,,
II0044,100.00,Reward,,,,,,,,
II0045,0.00,Normal,,,,,,,,
II0046,77.78,Reward,,,,,,,,
II0047,66.67,Reward,,,,,,,,
II0048,80.00,Reward,,,,,,,,
II0049,100.00,Reward,,,,,,,,
II0050,50.00,Reward,,,,,,,,
II0051,80.00,Reward,,,,,,,,
II0052,100.00,Reward,,,,,,,,
II0053,100.00,Reward,,,,,,,,
II0054,100.00,Reward,,,,,,,,
II0055,100.00,Reward,,,,,,,,
II0056,60.00,Reward,,,,,,,,
II0057,0.00,Normal,,,,,,,,
II0058,66.67,Reward,,,,,,,,
II0059,100.00,Reward,,,,,,,,
II0060,100.00,Reward,,,,,,,,
II0061,100.00,Reward,,,,,,,,
II0062,100.00,Reward,,,,,,,,
II0063,100.00,Reward,,,,,,,,
II0064,66.67,Reward,,,,,,,,
II0065,100.00,Reward,,,,,,,,
II0066,80.00,Reward,,,,,,,,
II0067,100.00,Reward,,,,,,,,
II0068,0.00,Normal,,,,,,,,
II0069,100.00,Reward,,,,,,,,
II0070,100.00,Reward,,,,,,,,
II0072,0.00,Normal,,,,,,,,
II0073,100.00,Reward,,,,,,,,
II0075,83.33,Reward,,,,,,,,
II0076,100.00,Reward,,,,,,,,
II0077,100.00,Reward,,,,,,,,
II0078,50.00,Reward,,,,,,,,
II0079,66.67,Reward,,,,,,,,
II0080,100.00,Reward,,,,,,,,
II0081,100.00,Reward,,,,,,,,
II0082,0.00,Normal,,,,,,,,
II0083,50.00,Reward,,,,,,,,
II0084,0.00,Normal,,,,,,,,
II0085,100.00,Reward,,,,,,,,
II0086,100.00,Reward,,,,,,,,
II0087,100.00,Reward,,,,,,,,
II0088,50.00,Reward,,,,,,,,
II0089,100.00,Reward,,,,,,,,
II0090,100.00,Reward,,,,,,,,
II0091,100.00,Reward,,,,,,,,
II0092,50.00,Reward,,,,,,,,
II0093,100.00,Reward,,,,,,,,
II0096,33.33,Reward,,,,,,,,
II0097,100.00,Reward,,,,,,,,
II0099,100.00,Reward,,,,,,,,
II0100,66.67,Reward,,,,,,,,
II0101,100.00,Reward,,,,,,,,
II0102,100.00,Reward,,,,,,,,
II0103,75.00,Reward,,,,,,,,
II0104,50.00,Reward,,,,,,,,
II0105,100.00,Reward,,,,,,,,
II0106,66.67,Reward,,,,,,,,
II0107,100.00,Reward,,,,,,,,
II0108,100.00,Reward,,,,,,,,
II0109,50.00,Reward,,,,,,,,
II0110,100.00,Reward,,,,,,,,
II0111,75.00,Reward,,,,,,,,
II0112,75.00,Reward,,,,,,,,
II0113,100.00,Reward,,,,,,,,
II0114,100.00,Reward,,,,,,,,
II0115,100.00,Reward,,,,,,,,
II0117,100.00,Reward,,,,,,,,
II0118,75.00,Reward,,,,,,,,
II0119,100.00,Reward,,,,,,,,
II0120,50.00,Reward,,,,,,,,
II0121,100.00,Reward,,,,,,,,
II0122,66.67,Reward,,,,,,,,
II0125,100.00,Reward,,,,,,,,
II0127,100.00,Reward,,,,,,,,
II0128,0.00,Normal,,,,,,,,
II0129,100.00,Reward,,,,,,,,
II0130,100.00,Reward,,,,,,,,
II0131,60.00,Reward,,,,,,,,
II0132,100.00,Reward,,,,,,,,
II0133,100.00,Reward,,,,,,,,
II0134,100.00,Reward,,,,,,,,
II0135,50.00,Reward,,,,,,,,
II0136,100.00,Reward,,,,,,,,
II0137,100.00,Reward,,,,,,,,
II0138,100.00,Reward,,,,,,,,
II0139,100.00,Reward,,,,,,,,
II0140,0.00,Normal,,,,,,,,
II0141,75.00,Reward,,,,,,,,
II0142,50.00,Reward,,,,,,,,
II0143,100.00,Reward,,,,,,,,
II0144,100.00,Reward,,,,,,,,
II0146,100.00,Reward,,,,,,,,
II0147,100.00,Reward,,,,,,,,
II0148,66.67,Reward,,,,,,,,
II0150,50.00,Reward,,,,,,,,
II0151,100.00,Reward,,,,,,,,
II0152,0.00,Normal,,,,,,,,
II0153,100.00,Reward,,,,,,,,
II0154,100.00,Reward,,,,,,,,
II0156,85.71,Reward,,,,,,,,
II0157,0.00,Normal,,,,,,,,
II0158,100.00,Reward,,,,,,,,
II0160,50.00,Reward,,,,,,,,
II0161,100.00,Reward,,,,,,,,
II0162,50.00,Reward,,,,,,,,
II0163,100.00,Reward,,,,,,,,
II0164,100.00,Reward,,,,,,,,
II0165,50.00,Reward,,,,,,,,
II0166,100.00,Reward,,,,,,,,
II0168,100.00,Reward,,,,,,,,
II0169,100.00,Reward,,,,,,,,
II0170,33.33,Reward,,,,,,,,
II0172,33.33,Reward,,,,,,,,
II0173,75.00,Reward,,,,,,,,
II0174,100.00,Reward,,,,,,,,
II0175,33.33,Reward,,,,,,,,
II0176,80.00,Reward,,,,,,,,
II0177,100.00,Reward,,,,,,,,
II0178,100.00,Reward,,,,,,,,
II0179,40.00,Reward,,,,,,,,
II0180,100.00,Reward,,,,,,,,
II0181,100.00,Reward,,,,,,,,
II0182,100.00,Reward,,,,,,,,
II0184,0.00,Normal,,,,,,,,
II0185,0.00,Normal,,,,,,,,
II0186,100.00,Reward,,,,,,,,
II0187,0.00,Normal,,,,,,,,
II0188,100.00,Reward,,,,,,,,
II0189,50.00,Reward,,,,,,,,
II0190,100.00,Reward,,,,,,,,
II0191,100.00,Reward,,,,,,,,
II0192,100.00,Reward,,,,,,,,
II0193,66.67,Reward,,,,,,,,
II0194,100.00,Reward,,,,,,,,
II0195,75.00,Reward,,,,,,,,
II0196,87.50,Reward,,,,,,,,
II0197,100.00,Reward,,,,,,,,
II0199,0.00,Normal,,,,,,,,
II0200,100.00,Reward,,,,,,,,
II0201,100.00,Reward,,,,,,,,
II0202,100.00,Reward,,,,,,,,
II0203,50.00,Reward,,,,,,,,
II0205,100.00,Reward,,,,,,,,
II0206,100.00,Reward,,,,,,,,
II0207,0.00,Normal,,,,,,,,
II0209,0.00,Normal,,,,,,,,
II0210,100.00,Reward,,,,,,,,
II0211,50.00,Reward,,,,,,,,
II0212,100.00,Reward,,,,,,,,
II0213,25.00,Reward,,,,,,,,
II0214,83.33,Reward,,,,,,,,
II0215,100.00,Reward,,,,,,,,
II0216,100.00,Reward,,,,,,,,
II0217,100.00,Reward,,,,,,,,
II0218,85.71,Reward,,,,,,,,
II0220,100.00,Reward,,,,,,,,
II0221,50.00,Reward,,,,,,,,
II0222,100.00,Reward,,,,,,,,
II0223,100.00,Reward,,,,,,,,
II0224,100.00,Reward,,,,,,,,
II0225,87.50,Reward,,,,,,,,
II0226,100.00,Reward,,,,,,,,
II0227,100.00,Reward,,,,,,,,
II0228,100.00,Reward,,,,,,,,
II0229,100.00,Reward,,,,,,,,
II0230,75.00,Reward,,,,,,,,
II0231,100.00,Reward,,,,,,,,
II0233,66.67,Reward,,,,,,,,
II0234,66.67,Reward,,,,,,,,
II0235,0.00,Normal,,,,,,,,
II0236,100.00,Reward,,,,,,,,
II0238,100.00,Reward,,,,,,,,
II0239,100.00,Reward,,,,,,,,
II0240,100.00,Reward,,,,,,,,
II0241,100.00,Reward,,,,,,,,
II0243,100.00,Reward,,,,,,,,
II0244,0.00,Normal,,,,,,,,
II0247,83.33,Reward,,,,,,,,
II0248,100.00,Reward,,,,,,,,
II0250,50.00,Reward,,,,,,,,
II0251,100.00,Reward,,,,,,,,
II0252,100.00,Reward,,,,,,,,
II0253,100.00,Reward,,,,,,,,
II0255,100.00,Reward,,,,,,,,
II0256,50.00,Reward,,,,,,,,
II0257,100.00,Reward,,,,,,,,
II0258,100.00,Reward,,,,,,,,
II0259,66.67,Reward,,,,,,,,
II0260,100.00,Reward,,,,,,,,
II0261,33.33,Reward,,,,,,,,
II0262,100.00,Reward,,,,,,,,
II0267,100.00,Reward,,,,,,,,
II0268,100.00,Reward,,,,,,,,
II0269,0.00,Normal,,,,,,,,
II0270,100.00,Reward,,,,,,,,
II0271,100.00,Reward,,,,,,,,
II0272,100.00,Reward,,,,,,,,
II0276,100.00,Reward,,,,,,,,
II0277,100.00,Reward,,,,,,,,
II0278,100.00,Reward,,,,,,,,
II0279,100.00,Reward,,,,,,,,
II0282,100.00,Reward,,,,,,,,
II0283,100.00,Reward,,,,,,,,
II0285,100.00,Reward,,,,,,,,
II0286,100.00,Reward,,,,,,,,
II0287,100.00,Reward,,,,,,,,
II0288,100.00,Reward,,,,,,,,
II0289,100.00,Reward,,,,,,,,
II0290,0.00,Normal,,,,,,,,
II0291,0.00,Normal,,,,,,,,
II0292,100.00,Reward,,,,,,,,
II0293,100.00,Reward,,,,,,,,
II0294,25.00,Reward,,,,,,,,
II0295,100.00,Reward,,,,,,,,
II0296,0.00,Normal,,,,,,,,
II0297,100.00,Reward,,,,,,,,
II0298,100.00,Reward,,,,,,,,
II0299,100.00,Reward,,,,,,,,
II0300,100.00,Reward,,,,,,,,
II0301,100.00,Reward,,,,,,,,
II0302,80.00,Reward,,,,,,,,
II0307,66.67,Reward,,,,,,,,
II0309,100.00,Reward,,,,,,,,
II0311,100.00,Reward,,,,,,,,
II0312,0.00,Normal,,,,,,,,
II0313,100.00,Reward,,,,,,,,
II0314,66.67,Reward,,,,,,,,
II0316,100.00,Reward,,,,,,,,
II0318,100.00,Reward,,,,,,,,
II0321,100.00,Reward,,,,,,,,
II0322,100.00,Reward,,,,,,,,
II0323,50.00,Reward,,,,,,,,
II0324,100.00,Reward,,,,,,,,
II0325,100.00,Reward,,,,,,,,
II0327,50.00,Reward,,,,,,,,
II0328,100.00,Reward,,,,,,,,
II0333,83.33,Reward,,,,,,,,
II0334,100.00,Reward,,,,,,,,
II0335,100.00,Reward,,,,,,,,
II0336,33.33,Reward,,,,,,,,
II0337,50.00,Reward,,,,,,,,
II0339,100.00,Reward,,,,,,,,
II0340,100.00,Reward,,,,,,,,
II0341,100.00,Reward,,,,,,,,
II0343,100.00,Reward,,,,,,,,
II0344,100.00,Reward,,,,,,,,
II0346,66.67,Reward,,,,,,,,
II0353,100.00,Reward,,,,,,,,
II0354,100.00,Reward,,,,,,,,
II0355,100.00,Reward,,,,,,,,
II0356,66.67,Reward,,,,,,,,
II0357,100.00,Reward,,,,,,,,
II0358,100.00,Reward,,,,,,,,
II0359,66.67,Reward,,,,,,,,
II0360,100.00,Reward,,,,,,,,
II0361,0.00,Normal,,,,,,,,
II0362,100.00,Reward,,,,,,,,
II0363,50.00,Reward,,,,,,,,
II0364,100.00,Reward,,,,,,,,
II0365,50.00,Reward,,,,,,,,
II0366,100.00,Reward,,,,,,,,
II0368,25.00,Reward,,,,,,,,
II0370,100.00,Reward,,,,,,,,
II0371,100.00,Reward,,,,,,,,
II0373,100.00,Reward,,,,,,,,
II0374,100.00,Reward,,,,,,,,
II0375,100.00,Reward,,,,,,,,
II0376,100.00,Reward,,,,,,,,
II0378,50.00,Reward,,,,,,,,
II0380,100.00,Reward,,,,,,,,
II0381,100.00,Reward,,,,,,,,
II0382,66.67,Reward,,,,,,,,
II0384,100.00,Reward,,,,,,,,
II0385,66.67,Reward,,,,,,,,
II0386,100.00,Reward,,,,,,,,
II0387,100.00,Reward,,,,,,,,
II0388,100.00,Reward,,,,,,,,
II0389,100.00,Reward,,,,,,,,
JJ0001,66.67,Reward,,,,,,,,
JJ0002,100.00,Reward,,,,,,,,
JJ0003,100.00,Reward,,,,,,,,
JJ0004,44.44,Reward,,,,,,,,
JJ0005,71.43,Reward,,,,,,,,
JJ0006,57.14,Reward,,,,,,,,
JJ0007,100.00,Reward,,,,,,,,
JJ0008,100.00,Reward,,,,,,,,
JJ0009,61.54,Reward,,,,,,,,
JJ0010,85.71,Reward,,,,,,,,
JJ0011,66.67,Reward,,,,,,,,
JJ0013,100.00,Reward,,,,,,,,
JJ0014,44.44,Reward,,,,,,,,
JJ0015,83.33,Reward,,,,,,,,
JJ0016,100.00,Reward,,,,,,,,
JJ0017,50.00,Reward,,,,,,,,
JJ0018,100.00,Reward,,,,,,,,
JJ0019,88.89,Reward,,,,,,,,
JJ0020,100.00,Reward,,,,,,,,
JJ0021,100.00,Reward,,,,,,,,
JJ0022,100.00,Reward,,,,,,,,
JJ0023,0.00,Normal,,,,,,,,
JJ0025,75.00,Reward,,,,,,,,
JJ0026,66.67,Reward,,,,,,,,
JJ0027,100.00,Reward,,,,,,,,
JJ0028,85.71,Reward,,,,,,,,
JJ0029,50.00,Reward,,,,,,,,
JJ0030,83.33,Reward,,,,,,,,
JJ0031,75.00,Reward,,,,,,,,
JJ0032,50.00,Reward,,,,,,,,
JJ0033,0.00,Normal,,,,,,,,
JJ0034,100.00,Reward,,,,,,,,
JJ0035,83.33,Reward,,,,,,,,
JJ0036,100.00,Reward,,,,,,,,
JJ0037,100.00,Reward,,,,,,,,
JJ0038,66.67,Reward,,,,,,,,
JJ0039,40.00,Reward,,,,,,,,
JJ0040,100.00,Reward,,,,,,,,
JJ0042,66.67,Reward,,,,,,,,
JJ0043,100.00,Reward,,,,,,,,
JJ0044,66.67,Reward,,,,,,,,
JJ0045,50.00,Reward,,,,,,,,
JJ0046,100.00,Reward,,,,,,,,
JJ0047,75.00,Reward,,,,,,,,
JJ0048,50.00,Reward,,,,,,,,
JJ0049,57.14,Reward,,,,,,,,
JJ0050,100.00,Reward,,,,,,,,
JJ0051,75.00,Reward,,,,,,,,
JJ0052,100.00,Reward,,,,,,,,
JJ0053,100.00,Reward,,,,,,,,
JJ0056,40.00,Reward,,,,,,,,
JJ0058,80.00,Reward,,,,,,,,
JJ0059,100.00,Reward,,,,,,,,
JJ0061,100.00,Reward,,,,,,,,
JJ0065,100.00,Reward,,,,,,,,
JJ0066,100.00,Reward,,,,,,,,
JJ0067,100.00,Reward,,,,,,,,
JJ0069,0.00,Normal,,,,,,,,
JJ0071,66.67,Reward,,,,,,,,
JJ0072,100.00,Reward,,,,,,,,
JJ0073,100.00,Reward,,,,,,,,
JJ0074,100.00,Reward,,,,,,,,
JJ0075,0.00,Normal,,,,,,,,
JJ0076,0.00,Normal,,,,,,,,
JJ0078,100.00,Reward,,,,,,,,
JJ0080,100.00,Reward,,,,,,,,
JJ0081,100.00,Reward,,,,,,,,
JJ0082,50.00,Reward,,,,,,,,
JJ0083,100.00,Reward,,,,,,,,
JJ0085,33.33,Reward,,,,,,,,
JJ0086,100.00,Reward,,,,,,,,
JJ0087,100.00,Reward,,,,,,,,
JJ0088,50.00,Reward,,,,,,,,
JJ0090,75.00,Reward,,,,,,,,
JJ0091,66.67,Reward,,,,,,,,
JJ0092,71.43,Reward,,,,,,,,
JJ0094,100.00,Reward,,,,,,,,
JJ0095,100.00,Reward,,,,,,,,
JJ0096,50.00,Reward,,,,,,,,
JJ0097,100.00,Reward,,,,,,,,
JJ0098,100.00,Reward,,,,,,,,
JJ0099,50.00,Reward,,,,,,,,
JJ0100,75.00,Reward,,,,,,,,
JJ0101,100.00,Reward,,,,,,,,
JJ0102,0.00,Normal,,,,,,,,
JJ0103,100.00,Reward,,,,,,,,
JJ0104,100.00,Reward,,,,,,,,
JJ0105,100.00,Reward,,,,,,,,
JJ0106,100.00,Reward,,,,,,,,
JJ0109,100.00,Reward,,,,,,,,
JJ0110,100.00,Reward,,,,,,,,
JJ0111,0.00,Normal,,,,,,,,
JJ0112,66.67,Reward,,,,,,,,
JJ0113,100.00,Reward,,,,,,,,
JJ0116,100.00,Reward,,,,,,,,
JJ0117,80.00,Reward,,,,,,,,
JJ0118,100.00,Reward,,,,,,,,
JJ0120,50.00,Reward,,,,,,,,
JJ0121,80.00,Reward,,,,,,,,
JJ0122,75.00,Reward,,,,,,,,
JJ0123,75.00,Reward,,,,,,,,
JJ0124,0.00,Normal,,,,,,,,
JJ0125,100.00,Reward,,,,,,,,
JJ0127,100.00,Reward,,,,,,,,
JJ0128,50.00,Reward,,,,,,,,
JJ0130,50.00,Reward,,,,,,,,
JJ0131,100.00,Reward,,,,,,,,
JJ0132,100.00,Reward,,,,,,,,
JJ0133,0.00,Normal,,,,,,,,
JJ0134,100.00,Reward,,,,,,,,
JJ0135,100.00,Reward,,,,,,,,
JJ0136,100.00,Reward,,,,,,,,
JJ0137,70.00,Reward,,,,,,,,
JJ0138,100.00,Reward,,,,,,,,
JJ0140,87.50,Reward,,,,,,,,
JJ0141,100.00,Reward,,,,,,,,
JJ0142,50.00,Reward,,,,,,,,
JJ0144,100.00,Reward,,,,,,,,
JJ0145,100.00,Reward,,,,,,,,
JJ0146,100.00,Reward,,,,,,,,
JJ0147,100.00,Reward,,,,,,,,
JJ0148,100.00,Reward,,,,,,,,
JJ0149,100.00,Reward,,,,,,,,
JJ0151,75.00,Reward,,,,,,,,
JJ0152,100.00,Reward,,,,,,,,
JJ0153,100.00,Reward,,,,,,,,
JJ0154,60.00,Reward,,,,,,,,
JJ0156,100.00,Reward,,,,,,,,
JJ0157,100.00,Reward,,,,,,,,
JJ0158,100.00,Reward,,,,,,,,
JJ0160,100.00,Reward,,,,,,,,
JJ0161,66.67,Reward,,,,,,,,
JJ0162,100.00,Reward,,,,,,,,
JJ0163,0.00,Normal,,,,,,,,
JJ0165,66.67,Reward,,,,,,,,
JJ0168,100.00,Reward,,,,,,,,
JJ0169,100.00,Reward,,,,,,,,
JJ0170,100.00,Reward,,,,,,,,
JJ0171,100.00,Reward,,,,,,,,
JJ0172,100.00,Reward,,,,,,,,
JJ0174,66.67,Reward,,,,,,,,
JJ0175,100.00,Reward,,,,,,,,
JJ0176,100.00,Reward,,,,,,,,
JJ0178,100.00,Reward,,,,,,,,
JJ0181,100.00,Reward,,,,,,,,
JJ0182,50.00,Reward,,,,,,,,
JJ0183,100.00,Reward,,,,,,,,
JJ0184,100.00,Reward,,,,,,,,
JJ0185,0.00,Normal,,,,,,,,
JJ0189,100.00,Reward,,,,,,,,
JJ0190,100.00,Reward,,,,,,,,
JJ0191,100.00,Reward,,,,,,,,
JJ0192,100.00,Reward,,,,,,,,
JJ0193,100.00,Reward,,,,,,,,
JJ0194,100.00,Reward,,,,,,,,
JJ0195,100.00,Reward,,,,,,,,
JJ0196,100.00,Reward,,,,,,,,
JJ0198,100.00,Reward,,,,,,,,
JJ0199,100.00,Reward,,,,,,,,
JJ0202,100.00,Reward,,,,,,,,
JJ0203,25.00,Reward,,,,,,,,
JJ0204,100.00,Reward,,,,,,,,
JJ0205,50.00,Reward,,,,,,,,
JJ0206,100.00,Reward,,,,,,,,
JJ0210,100.00,Reward,,,,,,,,
JJ0211,100.00,Reward,,,,,,,,
JJ0212,100.00,Reward,,,,,,,,
JJ0213,50.00,Reward,,,,,,,,
JJ0214,100.00,Reward,,,,,,,,
JJ0216,100.00,Reward,,,,,,,,
JJ0217,100.00,Reward,,,,,,,,
JJ0218,100.00,Reward,,,,,,,,
JJ0220,66.67,Reward,,,,,,,,
JJ0222,100.00,Reward,,,,,,,,
JJ0223,100.00,Reward,,,,,,,,
JJ0224,100.00,Reward,,,,,,,,
JJ0226,100.00,Reward,,,,,,,,
JJ0227,50.00,Reward,,,,,,,,
JJ0228,100.00,Reward,,,,,,,,
JJ0229,100.00,Reward,,,,,,,,
JJ0231,0.00,Normal,,,,,,,,
JJ0233,0.00,Normal,,,,,,,,
