L1_MARKS_CORRECTED,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,TOTAL_MARKS,NRC_RESULT
24,18,40,35,30,36,183,F
63,88,57,60,45,37,350,P
95,44,90,73,63,71,436,P
114,48,64,57,45,64,392,P
85,41,49,43,42,64,324,P
103,82,79,79,61,74,478,P
53,35,45,30,43,49,255,P
98,37,40,52,58,69,354,P
80,30,39,47,47,54,297,P
66,43,66,47,44,62,328,P
84,50,53,53,68,91,399,P
15,35,35,47,35,47,214,F
44,44,69,42,46,46,291,P
52,19,35,35,30,37,208,F
90,30,46,30,41,30,267,P
97,63,67,63,57,72,419,P
46,35,35,55,35,35,241,P
48,67,52,51,46,38,302,P
N\A,N\A,N\A,N\A,0,N\A,0,F
102,42,58,55,46,30,333,P
117,72,65,50,61,48,413,P
N\A,N\A,N\A,N\A,0,N\A,0,F
33,3,35,35,20,36,162,F
38,30,45,55,58,50,276,P
106,81,75,90,75,83,510,P
50,30,30,47,30,45,232,P
103,73,70,70,65,81,462,P
57,46,30,53,46,78,310,P
45,38,38,37,44,78,280,P
N\A,N\A,N\A,N\A,0,N\A,0,F
107,48,65,30,43,75,368,P
22,35,35,35,44,44,215,F
59,35,35,43,47,45,264,P
111,82,63,87,66,84,493,P
66,58,37,36,42,50,289,P
17,16,35,30,30,52,180,F
N\A,N\A,N\A,N\A,0,N\A,0,F
109,30,62,68,62,47,378,P
80,30,50,37,45,76,318,P
120,74,89,78,64,79,504,P
63,30,35,41,47,52,268,P
46,58,61,52,30,46,293,P
55,62,58,41,43,65,324,P
38,35,35,57,41,50,256,P
86,30,50,54,53,51,324,P
46,3,35,41,23,41,189,F
114,68,78,85,77,97,519,P
62,36,30,43,42,46,259,P
80,41,39,37,43,35,275,P
28,13,35,18,8,44,146,F
58,30,35,30,30,42,225,P
116,86,93,82,69,81,527,P
75,36,40,36,54,58,299,P
78,9,35,30,35,35,222,F
105,60,69,65,44,60,403,P
84,30,30,46,59,60,309,P
75,37,53,30,48,53,296,P
7,13,35,6,12,22,95,F
68,45,36,52,37,46,284,P
58,12,35,30,35,37,207,F
103,75,64,67,56,76,441,P
38,43,35,85,38,66,305,P
62,11,6,22,16,35,152,F
70,30,35,40,36,55,266,P
67,64,51,81,51,62,376,P
115,30,87,65,46,80,423,P
115,54,70,72,64,75,450,P
56,35,35,35,36,49,246,P
112,93,90,74,76,78,523,P
104,85,62,70,56,80,457,P
27,11,40,13,15,39,145,F
44,35,44,56,35,83,297,P
76,67,61,47,42,86,379,P
114,72,83,63,57,62,451,P
33,14,19,36,35,40,177,F
66,55,57,60,41,60,339,P
65,58,45,62,47,70,347,P
13,35,35,35,20,43,181,F
96,67,54,30,30,30,307,P
84,5,46,52,39,40,266,F
71,30,35,35,39,40,250,P
101,35,90,61,60,81,428,P
115,70,85,53,61,85,469,P
57,35,30,35,35,47,239,P
61,53,61,90,44,65,374,P
3,2,1,30,2,12,50,F
73,30,51,44,37,56,291,P
95,55,56,61,58,70,395,P
109,55,67,53,45,43,372,P
N\A,N\A,N\A,N\A,0,N\A,0,F
N\A,N\A,N\A,N\A,0,N\A,0,F
62,57,41,47,38,50,295,P
64,52,50,43,50,74,333,P
86,30,76,45,40,72,349,P
13,35,15,5,19,35,122,F
56,30,50,46,42,61,285,P
44,30,51,30,31,61,247,P
95,80,86,89,76,64,490,P
92,38,30,67,43,52,322,P
107,58,52,66,40,61,384,P
112,80,91,61,55,81,480,P
80,45,51,36,45,47,304,P
64,36,37,47,44,75,303,P
93,60,45,60,57,79,394,P
39,35,30,30,38,50,222,P
65,35,15,30,25,24,194,F
51,8,35,35,35,45,209,F
50,45,36,35,35,43,244,P
73,60,37,52,50,74,346,P
91,30,57,73,74,67,392,P
8,15,35,42,30,42,172,F
29,16,14,35,22,20,136,F
74,54,58,55,58,79,378,P
112,56,66,65,58,88,445,P
54,30,35,59,35,47,260,P
71,75,68,82,48,83,427,P
20,11,5,24,14,35,109,F
98,51,60,36,41,74,360,P
71,40,44,46,44,74,319,P
70,48,42,44,53,69,326,P
18,35,35,17,13,43,161,F
69,0,0,60,62,66,257,P
45,35,16,30,30,48,204,F
38,30,47,52,41,75,283,P
54,35,46,30,49,48,262,P
85,41,53,39,46,63,327,P
45,15,19,35,12,35,161,F
91,62,64,64,74,71,426,P
38,30,30,35,31,55,219,P
17,14,35,35,21,42,164,F
44,35,35,17,35,36,202,F
120,83,90,67,70,80,510,P
93,65,60,65,72,87,442,P
69,40,30,56,46,56,297,P
68,45,45,38,45,47,288,P
45,10,35,39,31,35,195,F
38,46,44,47,39,65,279,P
70,30,36,42,45,50,273,P
52,49,47,71,37,62,318,P
38,35,35,30,42,40,220,P
69,35,46,52,54,70,326,P
53,71,36,53,44,54,311,P
54,30,32,48,37,46,247,P
120,54,68,81,75,65,463,P
73,30,74,42,35,66,320,P
82,63,61,60,58,60,384,P
38,73,72,68,49,69,369,P
69,30,30,48,47,47,271,P
77,44,57,61,51,75,365,P
60,30,40,42,48,50,270,P
44,35,30,35,48,55,247,P
100,91,89,100,79,74,533,P
70,39,68,43,44,54,318,P
117,85,93,85,82,99,561,P
74,64,49,43,45,55,330,P
70,35,37,19,23,25,209,F
76,62,53,30,46,75,342,P
30,35,10,17,14,18,124,F
25,19,36,35,13,50,178,F
104,40,67,48,50,67,376,P
112,38,30,40,55,41,316,P
95,85,59,53,58,80,430,P
80,30,35,44,35,50,274,P
76,35,35,30,46,50,272,P
79,93,85,76,77,87,497,P
47,30,35,43,46,62,263,P
26,8,4,25,22,50,135,F
70,30,35,37,38,50,260,P
75,43,36,35,35,58,282,P
114,51,70,52,57,45,389,P
50,N\A,36,N\A,0,36,122,F
51,30,35,45,30,53,244,P
45,35,35,30,30,44,219,P
74,36,35,31,39,44,259,P
67,38,60,60,40,69,334,P
113,64,77,88,65,97,504,P
38,30,30,43,35,72,248,P
91,45,53,42,56,56,343,P
91,30,50,61,48,68,348,P
3,11,35,11,11,19,90,F
91,44,55,47,62,60,359,P
56,42,68,60,41,68,335,P
38,30,30,43,43,70,254,P
82,51,60,37,53,70,353,P
115,44,60,50,73,63,405,P
30,18,13,51,22,26,160,F
92,48,52,60,45,62,359,P
48,78,63,46,46,51,332,P
48,30,46,58,35,69,286,P
89,93,70,56,50,66,424,P
10,6,12,11,11,30,80,F
6,35,16,11,17,30,115,F
87,35,41,39,30,50,282,P
120,99,54,72,85,81,511,P
108,55,71,57,52,82,425,P
78,35,51,38,42,54,298,P
28,12,14,30,30,46,160,F
74,41,60,57,59,69,360,P
116,88,91,90,64,87,536,P
48,35,35,30,35,44,227,P
45,46,35,45,46,36,253,P
115,63,80,67,77,87,489,P
106,60,95,65,67,87,480,P
59,44,30,39,46,50,268,P
85,30,50,41,36,36,278,P
44,35,35,30,35,41,220,P
118,55,66,73,70,80,462,P
4,35,37,4,20,24,124,F
105,51,60,76,75,86,453,P
102,30,88,61,54,45,380,P
122,88,43,65,65,66,449,P
62,30,47,40,35,56,270,P
98,43,37,40,49,62,329,P
87,60,58,68,60,80,413,P
38,35,35,35,35,35,213,F
44,51,40,75,35,48,293,P
56,35,14,43,42,60,250,F
87,63,64,52,42,56,364,P
109,62,48,70,58,67,414,P
63,30,83,44,51,61,332,P
64,97,85,75,63,78,462,P
67,51,30,46,62,44,300,P
100,54,74,56,50,48,382,P
65,30,30,36,41,37,239,P
47,30,44,39,32,60,252,P
18,45,35,30,14,38,180,F
116,67,81,90,75,88,517,P
48,8,35,35,35,36,197,F
23,35,42,30,25,53,208,F
63,50,47,54,30,67,311,P
95,70,67,50,46,71,399,P
75,37,30,38,40,64,284,P
106,92,86,72,58,85,499,P
86,56,49,46,52,81,370,P
98,60,80,74,47,85,444,P
38,35,36,30,42,56,237,P
18,10,16,17,19,50,130,F
38,17,35,18,43,35,186,F
121,91,87,84,78,96,557,P
88,30,62,38,43,39,300,P
28,9,35,23,17,16,128,F
81,47,35,30,44,55,292,P
114,67,80,54,62,44,421,P
108,85,68,61,74,85,481,P
50,46,35,41,35,51,258,P
88,66,78,74,62,85,453,P
66,5,14,44,35,44,208,F
51,35,42,47,43,63,281,P
77,30,51,37,36,47,278,P
106,58,82,52,67,95,460,P
5,19,35,39,30,35,163,F
46,36,36,43,35,44,240,P
100,52,74,51,74,72,423,P
122,68,87,96,77,73,523,P
86,35,30,39,37,46,273,P
71,37,54,41,49,76,328,P
38,35,35,15,11,12,146,F
86,42,38,39,46,76,327,P
N\A,N\A,N\A,N\A,0,N\A,0,F
70,36,36,47,37,70,296,P
117,97,83,82,71,78,528,P
33,35,36,25,35,40,204,F
44,57,39,64,30,64,298,P
54,30,40,30,49,45,248,P
N\A,N\A,N\A,N\A,0,N\A,0,F
48,18,15,30,35,40,186,F
62,30,30,40,38,39,239,P
72,35,35,30,54,46,272,P
94,55,60,41,39,70,359,P
118,87,93,84,69,90,541,P
116,51,85,53,54,67,426,P
80,40,47,39,37,57,300,P
120,62,67,85,46,56,436,P
89,66,59,67,51,82,414,P
63,30,30,30,39,30,222,P
71,37,46,37,53,62,306,P
109,90,91,90,77,92,549,P
22,35,35,35,37,35,199,F
14,7,11,20,8,14,74,F
76,51,52,54,36,66,335,P
110,60,64,42,52,81,409,P
75,30,38,46,35,60,284,P
94,66,42,46,59,66,373,P
114,70,53,72,67,85,461,P
44,14,41,40,23,35,197,F
44,38,30,63,35,63,273,P
22,19,35,42,37,52,207,F
75,83,84,62,46,61,411,P
85,51,44,75,47,65,367,P
60,30,41,35,40,52,258,P
22,14,35,30,24,50,175,F
93,54,70,52,44,51,364,P
80,30,48,47,37,35,277,P
116,97,96,97,79,81,566,P
60,45,71,68,44,80,368,P
51,30,30,50,46,52,259,P
73,50,39,38,44,56,300,P
103,77,60,38,52,50,380,P
112,75,84,67,70,89,497,P
82,52,66,60,41,60,361,P
83,43,51,74,45,76,372,P
114,91,96,83,76,85,545,P
71,58,50,47,30,75,331,P
86,63,60,38,63,65,375,P
74,35,43,69,49,51,321,P
80,30,54,49,44,63,320,P
98,60,47,42,60,43,350,P
83,80,38,60,46,75,382,P
98,36,35,66,56,72,363,P
110,78,81,36,48,43,396,P
120,90,90,80,74,88,542,P
118,58,82,78,73,72,481,P
38,41,35,52,38,41,245,P
31,38,40,35,26,22,192,F
115,61,52,59,56,76,419,P
88,37,78,65,41,35,344,P
87,35,54,38,38,48,300,P
8,35,9,35,18,20,125,F
45,12,35,25,22,45,184,F
99,50,52,41,64,52,358,P
119,90,90,73,63,90,525,P
47,93,62,60,52,62,376,P
18,9,35,35,12,30,139,F
101,30,40,50,50,67,338,P
65,37,48,50,51,67,318,P
53,35,65,44,39,55,291,P
62,30,30,62,36,35,255,P
96,70,61,48,62,69,406,P
97,40,43,60,58,72,370,P
90,37,53,53,55,78,366,P
28,8,40,24,25,50,175,F
46,30,35,40,54,38,243,P
98,43,57,44,60,56,358,P
45,30,30,51,43,45,244,P
38,38,30,43,38,35,222,P
96,55,50,48,48,67,364,P
78,53,41,64,38,58,332,P
117,87,68,73,55,60,460,P
72,52,53,52,55,77,361,P
113,83,56,61,57,52,422,P
71,13,35,36,41,50,246,F
75,47,56,56,48,90,372,P
27,39,35,39,12,35,187,F
56,41,30,42,70,70,309,P
80,65,58,60,46,76,385,P
106,52,68,52,57,80,415,P
44,0,0,55,50,35,184,P
79,37,57,65,52,70,360,P
78,43,48,61,44,51,325,P
45,30,30,46,35,41,227,P
68,85,65,72,54,81,425,P
106,17,35,9,37,50,254,F
14,6,9,35,16,24,104,F
44,30,36,42,30,53,235,P
44,36,30,61,36,62,269,P
99,65,65,70,40,76,415,P
58,47,52,38,45,30,270,P
101,90,89,90,62,80,512,P
18,39,35,36,12,35,175,F
75,30,53,35,30,66,289,P
113,85,79,67,68,70,482,P
58,10,35,40,25,62,230,F
87,35,62,38,50,56,328,P
102,94,60,66,65,56,443,P
38,30,40,37,42,37,224,P
81,48,35,38,53,77,332,P
72,30,41,36,39,57,275,P
82,30,40,35,37,60,284,P
60,87,52,65,57,65,386,P
52,30,30,38,43,35,228,P
19,16,35,35,22,50,177,F
122,92,91,76,76,90,547,P
77,53,54,70,42,66,362,P
25,40,17,51,25,62,220,F
51,30,30,56,36,45,248,P
74,30,50,46,48,56,304,P
44,40,35,36,30,35,220,P
66,35,55,52,50,53,311,P
121,64,56,61,50,68,420,P
110,64,65,75,67,83,464,P
23,35,35,30,24,42,189,F
120,93,96,85,75,87,556,P
118,50,49,66,56,72,411,P
93,30,46,54,45,61,329,P
111,77,90,72,64,82,496,P
23,35,35,21,35,39,188,F
73,48,68,66,54,69,378,P
118,62,77,73,64,78,472,P
108,81,90,56,51,75,461,P
118,80,55,50,72,98,473,P
103,55,81,63,54,66,422,P
11,11,35,21,19,16,113,F
115,87,84,81,71,80,518,P
0,4,4,42,4,2,56,F
N\A,N\A,N\A,N\A,0,N\A,0,F
100,30,67,64,44,51,356,P
115,91,77,81,72,95,531,P
116,66,92,78,58,76,486,P
46,35,30,50,30,46,237,P
22,14,19,25,17,17,114,F
120,69,56,60,63,54,422,P
N\A,N\A,35,N\A,0,35,70,F
72,64,75,53,43,81,388,P
97,50,49,64,71,80,411,P
18,18,35,39,22,35,167,F
44,19,35,17,20,42,177,F
80,35,30,35,40,62,282,P
108,76,70,66,47,63,430,P
22,3,1,19,16,22,83,F
29,35,16,36,35,35,186,F
115,74,41,57,55,54,396,P
47,35,16,18,30,25,171,F
87,38,81,38,38,39,321,P
81,85,69,60,56,72,423,P
67,44,47,49,55,63,325,P
75,98,87,81,60,92,493,P
77,70,47,38,42,46,320,P
88,53,30,63,69,77,380,P
87,43,41,35,53,36,295,P
45,35,30,38,35,55,238,P
105,95,89,74,67,96,526,P
107,52,57,43,39,58,356,P
77,30,35,46,55,60,303,P
44,78,47,49,30,40,288,P
58,30,35,50,41,52,266,P
102,57,70,30,45,41,345,P
72,61,60,41,46,50,330,P
25,35,35,31,30,37,193,F
121,95,95,90,87,85,573,P
70,35,75,42,35,47,304,P
110,74,80,65,59,96,484,P
68,89,88,72,56,76,449,P
38,30,50,65,31,60,274,P
44,35,37,20,35,35,206,F
51,40,35,36,38,42,242,P
87,46,52,66,46,81,378,P
76,30,30,46,43,61,286,P
39,43,64,61,44,43,294,P
28,35,14,45,7,36,165,F
113,74,73,60,53,66,439,P
75,80,70,51,49,82,407,P
110,77,64,67,42,48,408,P
108,56,70,52,44,52,382,P
89,30,30,36,30,67,282,P
45,35,17,36,35,36,204,F
65,45,43,41,35,36,265,P
112,62,61,56,59,61,411,P
88,58,46,62,55,63,372,P
91,65,51,63,61,71,402,P
39,35,12,35,42,35,198,F
38,9,35,39,12,30,163,F
23,11,35,11,21,13,114,F
44,35,30,30,31,54,224,P
53,30,40,36,36,60,255,P
91,55,37,61,59,50,353,P
96,39,38,65,32,44,314,P
38,30,30,36,35,55,224,P
N\A,N\A,N\A,N\A,0,N\A,0,F
48,30,37,31,47,37,230,P
38,11,16,18,26,25,134,F
55,67,60,49,53,56,340,P
73,68,66,59,52,76,394,P
62,40,57,46,35,73,313,P
115,68,60,89,81,96,509,P
44,40,32,35,30,56,237,P
68,38,36,38,37,56,273,P
84,54,58,60,63,52,371,P
34,35,35,30,26,35,195,F
78,30,38,30,30,82,288,P
71,30,46,52,43,70,312,P
118,37,65,47,54,63,384,P
82,43,41,36,39,60,301,P
28,35,35,21,21,35,175,F
122,84,91,93,69,84,543,P
82,40,42,45,49,66,324,P
47,13,38,30,35,69,232,F
12,10,35,12,10,20,99,F
81,56,49,52,30,50,318,P
49,51,30,30,35,40,235,P
73,40,43,60,53,63,332,P
83,35,71,42,47,57,335,P
77,43,52,62,47,46,327,P
74,45,41,40,51,70,321,P
96,63,90,53,43,73,418,P
22,16,35,11,41,22,147,F
52,35,6,35,30,42,200,F
13,10,19,24,16,23,105,F
115,80,87,87,67,76,512,P
89,80,30,71,66,75,411,P
113,58,83,50,65,71,440,P
108,92,85,68,53,68,474,P
121,95,94,90,83,90,573,P
64,41,51,50,58,73,337,P
82,35,35,50,48,47,297,P
75,64,57,52,47,53,348,P
71,30,42,37,37,52,269,P
59,50,68,60,66,57,360,P
86,35,77,63,46,41,348,P
118,96,88,93,85,81,561,P
70,30,35,36,35,45,251,P
61,14,44,42,45,51,257,F
60,30,36,40,46,38,250,P
38,35,35,30,31,67,236,P
97,60,47,74,65,60,403,P
113,58,46,59,50,73,399,P
88,74,30,40,55,71,358,P
27,13,12,18,20,26,116,F
55,53,42,66,45,62,323,P
59,47,44,62,56,66,334,P
53,30,48,60,44,68,303,P
116,93,82,94,85,91,561,P
52,30,35,30,35,42,224,P
90,40,42,53,47,63,335,P
113,78,36,49,57,65,398,P
38,35,19,35,37,46,210,F
57,30,35,41,30,66,259,P
88,58,46,65,57,60,374,P
89,92,81,80,49,74,465,P
96,96,81,76,63,85,497,P
58,63,39,60,30,38,288,P
103,81,54,88,67,75,468,P
45,42,35,30,37,39,228,P
76,70,40,76,55,85,402,P
90,50,43,60,40,57,340,P
85,77,56,64,50,50,382,P
116,62,82,56,72,65,453,P
49,30,30,30,35,50,224,P
93,35,40,30,30,47,275,P
93,45,36,58,48,51,331,P
96,44,64,61,73,61,399,P
89,35,46,51,56,57,334,P
50,30,30,37,42,44,233,P
53,58,53,68,67,83,382,P
99,47,50,49,55,72,372,P
21,35,36,36,35,20,183,F
109,97,97,95,86,93,577,P
75,70,63,64,57,68,397,P
93,50,55,64,49,48,359,P
65,35,30,51,39,51,271,P
38,44,30,44,38,30,224,P
82,50,46,35,56,53,322,P
91,51,46,65,57,71,381,P
92,60,68,48,52,53,373,P
84,38,57,38,39,52,308,P
71,41,50,68,43,81,354,P
112,82,84,88,52,87,505,P
88,50,61,60,50,60,369,P
108,91,87,51,64,80,481,P
83,46,57,50,53,44,333,P
82,77,85,84,71,92,491,P
47,36,12,35,15,36,181,F
59,14,35,36,30,35,209,F
120,84,92,72,69,85,522,P
116,67,88,63,60,85,479,P
59,30,30,39,39,41,238,P
48,N\A,41,43,0,N\A,132,F
81,40,45,41,53,61,321,P
88,30,30,36,39,37,260,P
89,47,54,40,40,38,308,P
19,19,35,25,14,14,126,F
51,10,35,54,45,66,261,F
38,35,30,51,35,30,219,P
16,8,13,17,23,14,91,F
51,48,30,49,30,61,269,P
48,57,60,41,45,70,321,P
9,35,35,22,38,41,180,F
76,30,30,43,30,43,252,P
52,35,53,36,11,45,232,F
77,41,30,36,47,62,293,P
95,35,30,54,61,65,340,P
44,12,35,42,35,48,216,F
115,85,84,78,67,78,507,P
117,92,83,55,57,63,467,P
48,30,30,35,47,48,238,P
93,72,35,77,35,77,389,P
79,76,67,57,36,53,368,P
71,64,66,78,46,78,403,P
88,56,88,47,45,62,386,P
109,57,91,57,42,60,416,P
68,50,52,73,42,76,361,P
58,30,60,69,43,61,321,P
112,60,70,54,43,81,420,P
53,30,61,30,43,53,270,P
97,43,50,51,49,50,340,P
72,50,49,55,54,85,365,P
24,35,37,38,17,40,191,F
101,71,84,75,73,86,490,P
96,58,53,45,59,50,361,P
103,45,77,60,58,70,413,P
79,30,35,35,32,61,272,P
75,30,30,30,49,57,271,P
80,60,64,60,60,50,374,P
89,82,75,63,52,68,429,P
70,61,51,48,51,73,354,P
101,69,62,68,59,89,448,P
38,30,45,60,35,67,275,P
122,96,93,79,79,74,543,P
69,36,75,57,57,75,369,P
49,30,35,38,40,37,229,P
72,61,60,69,40,82,384,P
75,52,65,60,51,75,378,P
70,30,60,50,54,56,320,P
96,68,91,40,51,60,406,P
114,88,72,90,51,73,488,P
21,35,35,18,35,46,190,F
76,96,81,76,76,47,452,P
92,65,87,63,52,60,419,P
95,48,50,30,52,83,358,P
4,3,35,6,15,35,98,F
60,35,53,51,50,55,304,P
25,49,35,30,47,20,206,F
71,46,46,53,50,74,340,P
25,11,15,19,31,54,155,F
95,35,56,57,49,57,349,P
38,35,43,35,35,35,221,P
104,30,74,80,74,68,430,P
46,35,35,39,38,55,248,P
4,11,44,48,35,41,183,F
51,30,37,62,30,44,254,P
25,14,11,35,25,68,178,F
73,36,79,56,53,60,357,P
57,36,40,46,35,30,244,P
64,47,36,64,47,47,305,P
44,6,36,35,37,42,200,F
53,35,75,44,39,65,311,P
24,16,35,35,20,38,168,F
45,35,35,38,40,14,207,F
107,71,74,63,53,64,432,P
118,97,92,60,82,94,543,P
8,35,35,35,19,51,183,F
38,55,56,60,45,35,289,P
101,45,10,46,44,40,286,F
45,30,35,45,41,30,226,P
38,35,35,40,35,42,225,P
38,46,47,47,63,57,298,P
49,8,12,10,7,11,97,F
78,37,75,54,47,68,359,P
20,35,15,22,19,22,133,F
105,37,88,59,47,66,402,P
15,42,41,38,35,18,189,F
45,35,30,30,51,30,221,P
102,85,92,69,69,75,492,P
98,8,74,50,53,65,348,F
70,37,39,37,40,48,271,P
4,9,16,17,17,45,108,F
45,9,40,31,55,37,217,F
32,19,19,30,30,35,165,F
47,30,60,53,35,35,260,P
52,N\A,42,37,35,47,213,F
48,30,61,41,52,64,296,P
101,48,36,55,41,60,341,P
66,0,0,52,35,40,193,P
44,30,40,42,35,68,259,P
48,30,54,53,47,35,267,P
38,56,76,62,53,52,337,P
75,54,75,52,30,70,356,P
109,80,80,65,50,76,460,P
20,35,35,30,43,59,222,F
73,30,67,54,39,57,320,P
108,44,75,58,57,98,440,P
65,70,61,45,60,74,375,P
63,30,36,38,30,36,233,P
14,15,4,10,9,15,67,F
82,30,37,52,46,50,297,P
121,88,80,83,72,83,527,P
48,N\A,N\A,38,39,35,160,F
38,30,35,49,30,64,246,P
75,30,42,46,47,67,307,P
47,30,30,52,38,57,254,P
75,30,75,54,45,72,351,P
119,81,91,84,88,82,545,P
95,42,55,80,60,92,424,P
77,50,64,49,44,63,347,P
68,52,55,30,30,54,289,P
92,30,50,50,46,40,308,P
44,40,62,50,42,40,278,P
90,50,80,46,30,57,353,P
40,35,35,35,30,44,219,P
66,47,44,59,45,77,338,P
77,35,37,20,24,30,223,F
98,30,60,49,51,41,329,P
44,30,42,36,35,35,222,P
50,35,40,36,30,38,229,P
64,31,60,30,40,64,289,P
51,46,50,42,46,43,278,P
92,52,53,76,90,72,435,P
41,35,35,36,30,42,219,P
85,53,60,75,63,84,420,P
7,14,11,30,23,46,131,F
22,35,35,36,30,42,200,F
50,30,68,40,43,65,296,P
107,79,93,83,67,81,510,P
113,76,95,57,69,75,485,P
93,67,62,30,59,47,358,P
104,62,80,76,50,83,455,P
38,30,38,41,46,53,246,P
68,0,0,45,45,39,197,P
101,41,53,49,54,60,358,P
109,84,73,67,81,98,512,P
38,13,41,35,21,40,188,F
65,30,30,38,38,69,270,P
62,46,30,35,51,56,280,P
100,73,90,57,65,76,461,P
95,60,65,83,58,40,401,P
59,71,76,53,50,56,365,P
50,35,35,44,37,77,278,P
90,67,42,65,54,83,401,P
51,30,60,50,41,51,283,P
104,60,82,69,58,75,448,P
51,44,35,50,56,54,290,P
74,42,54,51,50,63,334,P
51,30,36,30,40,39,226,P
58,13,17,35,35,51,209,F
47,35,45,44,41,77,289,P
44,35,30,31,30,71,241,P
105,72,86,69,81,92,505,P
86,43,54,58,48,62,351,P
96,37,50,30,56,66,335,P
119,61,74,69,56,68,447,P
100,45,45,66,61,72,389,P
58,30,35,30,30,60,243,P
105,62,72,44,69,80,432,P
70,30,30,48,30,48,256,P
66,68,70,59,59,65,387,P
65,52,50,65,52,47,331,P
113,60,80,73,72,67,465,P
38,30,35,38,45,44,230,P
44,35,35,42,30,42,228,P
71,46,70,44,40,48,319,P
85,41,80,41,38,47,332,P
59,40,50,35,40,60,284,P
52,30,45,30,30,42,229,P
100,40,40,47,30,44,301,P
47,12,35,46,39,38,217,F
69,30,65,60,60,66,350,P
122,60,78,86,46,83,475,P
47,45,55,69,38,53,307,P
110,55,60,62,69,71,427,P
98,53,61,68,55,90,425,P
75,30,44,30,47,61,287,P
88,40,75,68,54,70,395,P
55,30,62,30,52,43,272,P
91,56,45,70,68,87,417,P
91,60,64,73,68,73,429,P
61,46,40,45,46,46,284,P
109,30,50,60,43,63,355,P
118,77,56,64,64,67,446,P
48,36,44,59,44,46,277,P
75,84,64,47,65,78,413,P
50,35,35,40,42,58,260,P
44,55,80,73,55,56,363,P
45,48,43,43,58,51,288,P
6,7,15,20,16,19,83,F
45,58,60,56,50,76,345,P
50,19,35,16,40,30,190,F
29,19,16,17,35,41,157,F
80,46,60,52,53,60,351,P
80,30,39,51,38,38,276,P
63,50,60,56,54,81,364,P
47,54,69,43,36,58,307,P
48,15,12,35,46,37,193,F
79,36,61,63,38,61,338,P
105,48,47,71,41,60,372,P
111,64,78,71,52,68,444,P
44,30,30,45,35,43,227,P
95,82,85,56,40,42,400,P
23,N\A,N\A,N\A,0,N\A,23,F
17,11,35,13,24,30,130,F
N\A,N\A,N\A,N\A,0,N\A,0,F
38,30,30,42,41,45,226,P
69,66,96,67,78,71,447,P
44,35,45,36,30,30,220,P
N\A,N\A,N\A,N\A,0,N\A,0,F
84,36,56,56,46,67,345,P
38,62,30,58,46,68,302,P
75,35,41,35,60,55,301,P
82,35,40,50,30,39,276,P
66,90,91,86,86,79,498,P
44,30,38,41,43,47,243,P
99,6,6,37,44,48,240,F
34,11,18,36,31,45,175,F
64,30,74,57,39,55,319,P
102,95,96,100,97,97,587,P
114,77,90,73,56,78,488,P
105,92,56,66,67,74,460,P
68,80,71,59,63,65,406,P
14,10,15,20,19,20,98,F
70,35,46,60,41,75,327,P
10,12,35,20,14,35,126,F
115,74,81,74,70,93,507,P
76,38,30,48,41,56,289,P
57,30,46,53,57,55,298,P
76,39,55,51,56,87,364,P
119,90,98,87,73,83,550,P
45,43,88,36,30,47,289,P
80,30,54,69,72,86,391,P
79,60,45,52,49,70,355,P
65,50,52,47,60,66,340,P
102,84,90,62,76,82,496,P
50,40,60,41,32,60,283,P
58,35,35,15,21,53,217,F
63,66,74,42,56,37,338,P
109,47,88,60,52,71,427,P
39,10,35,43,24,24,175,F
38,30,35,45,42,69,259,P
72,39,36,41,37,51,276,P
75,30,82,41,39,62,329,P
38,30,40,52,36,47,243,P
48,30,53,38,39,68,276,P
51,35,35,30,22,23,196,F
124,86,96,85,83,97,571,P
90,53,68,69,59,52,391,P
6,2,18,25,13,23,87,F
111,99,97,69,90,82,548,P
63,30,74,42,30,30,269,P
92,54,96,49,67,52,410,P
28,12,53,37,17,60,207,F
38,35,30,39,58,35,235,P
103,69,66,55,58,61,412,P
76,30,64,30,41,62,303,P
53,35,50,45,38,53,274,P
76,37,66,58,43,70,350,P
71,38,52,65,54,93,373,P
90,47,81,40,45,70,373,P
90,39,41,54,61,79,364,P
102,64,97,77,57,78,475,P
86,64,44,60,59,70,383,P
54,30,30,40,30,36,220,P
123,81,98,91,83,76,552,P
38,40,36,38,32,44,228,P
13,11,12,21,13,30,100,F
100,83,78,80,64,85,490,P
87,50,65,78,64,81,425,P
57,30,47,61,39,46,280,P
71,40,70,40,42,46,309,P
109,96,70,78,54,85,492,P
97,45,75,39,62,78,396,P
83,50,52,46,45,52,328,P
30,16,35,35,30,39,185,F
64,46,55,50,61,78,354,P
94,86,93,80,70,94,517,P
47,5,35,44,30,43,204,F
79,43,63,50,47,72,354,P
83,97,93,78,78,77,506,P
107,92,83,82,88,96,548,P
92,44,51,59,54,70,370,P
45,30,38,41,44,49,247,P
N\A,N\A,N\A,N\A,0,N\A,0,F
93,47,76,57,35,76,384,P
88,35,35,48,35,78,319,P
71,30,42,45,44,62,294,P
80,40,64,53,49,46,332,P
28,15,6,21,36,15,121,F
115,83,91,92,58,70,509,P
20,36,54,47,47,35,239,F
28,35,35,23,14,35,170,F
113,79,52,75,54,98,471,P
64,30,30,41,41,51,257,P
