L1_MARKS_CORRECTED,L1_Marks_Corrected,L1_RESULT,L2_MARKS_CORRECTED,L2_RESULT,L3_MARKS_CORRECTED,L3_RESULT,S1_MARKS_CORRECTED,S1_RESULT,S2_MARKS_CORRECTED,S2_RESULT,S3_MARKS_CORRECTED,S3_RESULT,NRC_CLASS,NRC_RESULT
116,92,P,92,P,80,P,89,P,94,P,80,P,D   ,P
75,60,P,91,P,90,P,68,P,66,P,67,P,1,P
57,45,P,50,P,44,P,42,P,40,P,39,P,PASS,P
65,52,P,13,F,35,P,35,P,41,P,50,P,FAIL,F
57,45,P,30,P,61,P,39,P,36,P,36,P,PASS,P
56,44,P,30,P,30,P,36,P,39,P,61,P,PASS,P
110,88,P,55,P,38,P,73,P,55,P,73,P,1,P
55,44,P,35,P,35,P,22,F,24,F,31,F,FAIL,F
86,68,P,30,P,52,P,55,P,46,P,42,P,PASS,P
102,81,P,80,P,80,P,64,P,51,P,93,P,1,P
7,5,F,8,F,10,F,8,F,9,F,8,F,FAIL,F
77,61,P,35,P,31,P,56,P,55,P,90,P,PASS,P
110,88,P,44,P,37,P,45,P,58,P,59,P,2,P
87,69,P,9,F,35,P,24,F,39,P,40,P,FAIL,F
64,51,P,35,P,35,P,35,P,15,F,12,F,FAIL,F
117,93,P,78,P,78,P,78,P,61,P,78,P,1,P
29,23,F,14,F,7,F,16,F,38,P,31,F,FAIL,F
100,80,P,53,P,65,P,64,P,37,P,37,P,2,P
64,51,P,68,P,68,P,56,P,62,P,78,P,1,P
108,86,P,35,P,35,P,45,P,35,P,71,P,2,P
44,35,P,35,P,35,P,35,P,35,P,35,P,PASS,P
44,35,P,35,P,35,P,44,P,39,P,57,P,PASS,P
111,88,P,57,P,94,P,41,P,40,P,63,P,1,P
107,85,P,70,P,54,P,35,P,58,P,70,P,1,P
94,75,P,37,P,30,P,35,P,44,P,66,P,PASS,P
59,47,P,13,F,17,F,38,P,26,F,53,P,FAIL,F
101,80,P,74,P,74,P,60,P,60,P,62,P,1,P
118,94,P,66,P,81,P,83,P,63,P,94,P,1,P
13,10,F,8,F,2,F,16,F,12,F,11,F,FAIL,F
80,64,P,30,P,35,P,36,P,39,P,50,P,PASS,P
97,77,P,51,P,58,P,77,P,56,P,78,P,1,P
102,81,P,54,P,85,P,81,P,63,P,59,P,1,P
25,20,F,13,F,35,P,38,P,23,F,46,P,FAIL,F
105,84,P,38,P,55,P,63,P,63,P,82,P,1,P
82,65,P,53,P,61,P,58,P,50,P,74,P,1,P
100,80,P,65,P,74,P,49,P,53,P,75,P,1,P
95,76,P,30,P,86,P,50,P,48,P,86,P,1,P
112,89,P,88,P,84,P,73,P,83,P,74,P,1,P
75,60,P,83,P,80,P,71,P,44,P,51,P,1,P
20,16,F,35,P,35,P,41,P,55,P,57,P,FAIL,F
64,51,P,37,P,14,F,40,P,28,F,55,P,FAIL,F
87,69,P,40,P,35,P,36,P,35,P,71,P,PASS,P
105,84,P,30,P,30,P,58,P,56,P,85,P,2,P
123,98,P,80,P,82,P,86,P,76,P,94,P,D   ,P
103,82,P,38,P,44,P,76,P,51,P,74,P,1,P
23,18,F,2,F,6,F,11,F,16,F,22,F,FAIL,F
91,72,P,35,P,77,P,55,P,47,P,57,P,2,P
105,84,P,54,P,42,P,51,P,56,P,71,P,1,P
44,35,P,30,P,30,P,48,P,45,P,58,P,PASS,P
71,56,P,35,P,35,P,35,P,37,P,55,P,PASS,P
123,98,P,54,P,80,P,83,P,82,P,85,P,1,P
79,63,P,30,P,30,P,41,P,30,P,60,P,PASS,P
12,9,F,8,F,15,F,23,F,12,F,10,F,FAIL,F
97,77,P,42,P,68,P,42,P,51,P,91,P,1,P
74,59,P,40,P,82,P,30,P,40,P,36,P,PASS,P
47,37,P,12,F,35,P,27,F,20,F,20,F,FAIL,F
19,15,F,12,F,16,F,25,F,23,F,40,P,FAIL,F
109,87,P,52,P,78,P,61,P,54,P,68,P,1,P
111,88,P,80,P,38,P,80,P,68,P,94,P,1,P
44,35,P,30,P,39,P,54,P,30,P,52,P,PASS,P
87,69,P,16,F,6,F,37,P,35,P,41,P,FAIL,F
56,44,P,30,P,30,P,41,P,36,P,35,P,PASS,P
72,57,P,30,P,30,P,42,P,40,P,61,P,PASS,P
117,93,P,94,P,87,P,88,P,84,P,85,P,D   ,P
39,31,P,30,P,37,P,35,P,39,P,39,P,PASS,P
49,39,P,13,F,11,F,15,F,35,P,38,P,FAIL,F
109,87,P,66,P,86,P,74,P,48,P,48,P,1,P
106,84,P,45,P,78,P,69,P,50,P,64,P,1,P
21,16,F,35,P,35,P,44,P,44,P,52,P,FAIL,F
118,94,P,81,P,67,P,67,P,62,P,80,P,1,P
61,48,P,48,P,51,P,61,P,30,P,81,P,2,P
100,80,P,79,P,90,P,71,P,64,P,70,P,1,P
75,60,P,35,P,46,P,50,P,50,P,69,P,2,P
118,94,P,57,P,83,P,92,P,80,P,93,P,1,P
45,36,P,8,F,35,P,42,P,30,F,22,F,FAIL,F
14,11,F,35,P,35,P,39,P,15,F,35,P,FAIL,F
109,87,P,30,P,40,P,72,P,57,P,60,P,2,P
74,59,P,30,P,39,P,30,P,44,P,54,P,PASS,P
49,39,P,30,P,30,P,37,P,35,P,57,P,PASS,P
92,73,P,86,P,89,P,62,P,55,P,83,P,1,P
71,56,P,56,P,70,P,42,P,55,P,66,P,2,P
117,93,P,58,P,62,P,84,P,89,P,90,P,1,P
57,45,P,13,F,35,P,24,F,43,P,30,F,FAIL,F
88,70,P,57,P,73,P,46,P,49,P,64,P,1,P
103,82,P,70,P,48,P,56,P,71,P,95,P,1,P
112,89,P,90,P,85,P,86,P,80,P,97,P,D   ,P
84,67,P,82,P,80,P,69,P,67,P,76,P,1,P
121,96,P,73,P,81,P,81,P,61,P,57,P,1,P
78,62,P,41,P,47,P,54,P,48,P,69,P,2,P
105,84,P,70,P,59,P,86,P,55,P,90,P,1,P
51,40,P,17,F,7,F,38,P,45,P,48,P,FAIL,F
80,64,P,30,P,57,P,36,P,57,P,64,P,2,P
60,48,P,30,P,30,P,37,P,36,P,50,P,PASS,P
94,75,P,30,P,65,P,39,P,42,P,61,P,2,P
25,20,F,4,F,5,F,20,F,16,F,23,F,FAIL,F
100,80,P,40,P,55,P,30,P,47,P,73,P,2,P
54,43,P,50,P,42,P,46,P,41,P,67,P,PASS,P
78,62,P,47,P,84,P,57,P,54,P,80,P,1,P
105,84,P,75,P,94,P,71,P,74,P,86,P,1,P
108,86,P,63,P,67,P,37,P,40,P,70,P,1,P
67,53,P,41,P,67,P,61,P,48,P,78,P,2,P
110,88,P,91,P,91,P,60,P,62,P,88,P,1,P
44,35,P,15,F,15,F,20,F,26,F,35,P,FAIL,F
47,37,P,35,P,11,F,40,P,24,F,41,P,FAIL,F
11,8,F,35,P,35,P,35,P,39,P,35,P,FAIL,F
111,88,P,45,P,51,P,82,P,73,P,64,P,1,P
14,11,F,35,P,12,F,14,F,30,F,15,F,FAIL,F
113,90,P,70,P,86,P,67,P,73,P,75,P,1,P
102,81,P,35,P,60,P,56,P,38,P,71,P,2,P
108,86,P,50,P,43,P,52,P,48,P,69,P,2,P
38,30,P,30,P,35,P,42,P,38,P,43,P,PASS,P
45,36,P,11,F,38,P,17,F,35,P,36,P,FAIL,F
93,74,P,35,P,72,P,30,P,37,P,48,P,2,P
11,8,F,35,P,35,P,15,F,19,F,44,P,FAIL,F
82,65,P,45,P,63,P,41,P,47,P,75,P,2,P
44,35,P,12,F,15,F,40,P,30,F,30,F,FAIL,F
59,47,P,35,P,55,P,48,P,35,P,55,P,PASS,P
71,56,P,30,P,45,P,48,P,72,P,71,P,2,P
56,44,P,30,P,38,P,30,P,35,P,35,P,PASS,P
78,62,P,42,P,48,P,58,P,44,P,62,P,2,P
66,52,P,36,P,35,P,26,F,20,F,23,F,FAIL,F
86,68,P,72,P,35,P,40,P,40,P,65,P,2,P
38,30,P,60,P,45,P,44,P,47,P,30,P,PASS,P
74,59,P,36,P,56,P,51,P,38,P,46,P,PASS,P
99,79,P,64,P,80,P,76,P,71,P,91,P,1,P
53,42,P,35,P,44,P,42,P,35,P,89,P,PASS,P
94,75,P,54,P,66,P,30,P,45,P,86,P,1,P
64,51,P,30,P,35,P,35,P,35,P,37,P,PASS,P
83,66,P,30,P,35,P,60,P,37,P,50,P,PASS,P
113,90,P,91,P,86,P,89,P,80,P,85,P,D   ,P
52,41,P,30,P,35,P,36,P,30,P,36,P,PASS,P
112,89,P,74,P,90,P,55,P,69,P,67,P,1,P
47,37,P,6,F,35,P,21,F,30,F,24,F,FAIL,F
100,80,P,56,P,56,P,50,P,50,P,72,P,1,P
90,72,P,30,P,30,P,30,P,30,P,55,P,PASS,P
103,82,P,90,P,96,P,87,P,76,P,95,P,D   ,P
12,9,F,53,P,35,P,30,F,40,P,51,P,FAIL,F
45,36,P,30,P,37,P,47,P,35,P,33,P,PASS,P
106,84,P,30,P,50,P,67,P,47,P,73,P,2,P
114,91,P,54,P,53,P,42,P,52,P,60,P,1,P
113,90,P,66,P,56,P,73,P,86,P,81,P,1,P
56,44,P,30,P,30,P,30,P,35,P,66,P,PASS,P
66,52,P,50,P,65,P,44,P,54,P,66,P,2,P
88,70,P,76,P,45,P,78,P,50,P,73,P,1,P
56,44,P,68,P,57,P,57,P,48,P,60,P,2,P
116,92,P,90,P,90,P,91,P,74,P,95,P,D   ,P
101,80,P,50,P,69,P,66,P,58,P,84,P,1,P
113,90,P,78,P,83,P,75,P,73,P,88,P,1,P
39,31,P,30,P,30,P,32,P,38,P,50,P,PASS,P
99,79,P,71,P,55,P,48,P,57,P,65,P,1,P
107,85,P,66,P,83,P,50,P,52,P,62,P,1,P
102,81,P,42,P,42,P,39,P,63,P,45,P,2,P
54,43,P,30,P,30,P,30,P,42,P,41,P,PASS,P
55,44,P,30,P,60,P,35,P,30,P,35,P,PASS,P
110,88,P,58,P,79,P,73,P,63,P,85,P,1,P
89,71,P,77,P,55,P,82,P,61,P,68,P,1,P
96,76,P,78,P,30,P,70,P,35,P,56,P,2,P
79,63,P,38,P,51,P,53,P,40,P,68,P,2,P
109,87,P,88,P,85,P,70,P,70,P,92,P,1,P
44,35,P,35,P,30,P,52,P,44,P,56,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
74,59,P,50,P,71,P,35,P,40,P,81,P,2,P
110,88,P,66,P,88,P,49,P,62,P,74,P,1,P
79,63,P,19,F,35,P,14,F,38,P,23,F,FAIL,F
109,87,P,30,P,70,P,53,P,35,P,86,P,1,P
28,22,F,35,P,35,P,39,P,24,F,54,P,FAIL,F
110,88,P,62,P,55,P,59,P,60,P,52,P,1,P
87,69,P,37,P,47,P,66,P,59,P,75,P,2,P
45,36,P,14,F,35,P,30,F,42,P,70,P,FAIL,F
47,37,P,58,P,40,P,51,P,46,P,40,P,PASS,P
51,40,P,35,P,43,P,39,P,35,P,40,P,PASS,P
84,67,P,62,P,54,P,38,P,37,P,46,P,2,P
38,30,P,47,P,30,P,30,P,30,P,46,P,PASS,P
88,70,P,43,P,30,P,35,P,35,P,53,P,PASS,P
32,25,F,16,F,15,F,22,F,18,F,41,P,FAIL,F
15,12,F,1,F,5,F,37,P,7,F,15,F,FAIL,F
109,87,P,70,P,88,P,80,P,65,P,80,P,1,P
26,20,F,9,F,35,P,30,F,35,P,42,P,FAIL,F
46,36,P,30,P,30,P,30,P,42,P,48,P,PASS,P
52,41,P,46,P,35,P,43,P,46,P,40,P,PASS,P
79,63,P,41,P,41,P,52,P,45,P,87,P,2,P
46,36,P,17,F,37,P,30,F,3,F,8,F,FAIL,F
20,16,F,19,F,35,P,20,F,19,F,19,F,FAIL,F
62,49,P,39,P,42,P,55,P,30,P,74,P,PASS,P
109,87,P,59,P,67,P,53,P,64,P,50,P,1,P
45,36,P,30,P,44,P,53,P,46,P,56,P,PASS,P
68,54,P,35,P,35,P,55,P,30,P,85,P,PASS,P
86,68,P,39,P,37,P,49,P,65,P,77,P,2,P
112,89,P,78,P,80,P,54,P,48,P,68,P,1,P
76,60,P,62,P,60,P,49,P,58,P,61,P,2,P
90,72,P,30,P,77,P,30,P,46,P,75,P,2,P
72,57,P,58,P,59,P,50,P,51,P,55,P,2,P
104,83,P,44,P,60,P,67,P,57,P,79,P,1,P
58,46,P,30,P,30,P,41,P,35,P,58,P,PASS,P
66,52,P,35,P,53,P,48,P,37,P,69,P,PASS,P
87,69,P,44,P,52,P,49,P,41,P,60,P,2,P
124,99,P,77,P,88,P,81,P,81,P,97,P,D   ,P
119,95,P,60,P,63,P,50,P,55,P,92,P,1,P
58,46,P,63,P,30,P,30,P,35,P,42,P,PASS,P
80,64,P,62,P,37,P,50,P,51,P,68,P,2,P
70,56,P,50,P,62,P,58,P,41,P,80,P,2,P
50,40,P,35,P,35,P,48,P,35,P,36,P,PASS,P
56,44,P,30,P,35,P,39,P,45,P,62,P,PASS,P
45,36,P,55,P,30,P,49,P,30,P,35,P,PASS,P
106,84,P,53,P,60,P,46,P,63,P,80,P,1,P
106,84,P,56,P,52,P,57,P,37,P,40,P,2,P
80,64,P,39,P,38,P,50,P,35,P,55,P,PASS,P
48,38,P,35,P,35,P,47,P,35,P,56,P,PASS,P
82,65,P,35,P,67,P,42,P,35,P,54,P,2,P
47,37,P,30,P,42,P,59,P,30,P,30,P,PASS,P
30,24,F,19,F,35,P,45,P,30,F,42,P,FAIL,F
83,66,P,45,P,30,P,45,P,30,P,48,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
21,16,F,35,P,35,P,58,P,35,P,23,F,FAIL,F
102,81,P,89,P,55,P,76,P,62,P,90,P,1,P
44,35,P,35,P,35,P,N/A,A,35,P,N/A,A,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
104,83,P,54,P,55,P,57,P,51,P,63,P,1,P
76,60,P,30,P,30,P,35,P,35,P,35,P,PASS,P
28,22,F,35,P,60,P,48,P,17,F,80,P,FAIL,F
47,37,P,35,P,35,P,35,P,21,F,35,P,FAIL,F
47,37,P,45,P,35,P,30,P,30,P,35,P,PASS,P
74,59,P,51,P,30,P,69,P,66,P,71,P,2,P
68,54,P,46,P,30,P,47,P,46,P,67,P,PASS,P
82,65,P,44,P,53,P,54,P,52,P,75,P,2,P
83,66,P,30,P,35,P,30,P,51,P,35,P,PASS,P
113,90,P,86,P,84,P,69,P,78,P,91,P,1,P
73,58,P,30,P,45,P,35,P,30,P,30,P,PASS,P
93,74,P,52,P,45,P,61,P,51,P,85,P,1,P
64,51,P,30,P,55,P,57,P,52,P,59,P,2,P
113,90,P,59,P,80,P,63,P,67,P,72,P,1,P
77,61,P,40,P,71,P,30,P,30,P,60,P,PASS,P
25,20,F,16,F,11,F,43,P,19,F,7,F,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
68,54,P,38,P,35,P,64,P,62,P,59,P,2,P
61,48,P,54,P,62,P,67,P,53,P,85,P,1,P
84,67,P,66,P,55,P,69,P,49,P,47,P,2,P
48,38,P,15,F,35,P,30,F,31,F,35,P,FAIL,F
81,64,P,30,P,56,P,48,P,40,P,70,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
5,4,F,37,P,15,F,30,F,20,F,20,F,FAIL,F
50,40,P,30,P,35,P,30,P,38,P,60,P,PASS,P
113,90,P,43,P,77,P,61,P,52,P,78,P,1,P
119,95,P,92,P,91,P,89,P,89,P,94,P,D   ,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
73,58,P,38,P,54,P,44,P,50,P,65,P,2,P
85,68,P,52,P,41,P,64,P,62,P,72,P,1,P
64,51,P,30,P,30,P,30,P,30,P,35,P,PASS,P
52,41,P,11,F,38,P,49,P,40,P,48,P,FAIL,F
68,54,P,30,P,30,P,35,P,30,P,42,P,PASS,P
51,40,P,9,F,37,P,35,P,36,P,45,P,FAIL,F
123,98,P,87,P,92,P,77,P,75,P,86,P,D   ,P
71,56,P,31,P,35,P,60,P,35,P,44,P,PASS,P
38,30,P,37,P,50,P,36,P,38,P,35,P,PASS,P
106,84,P,66,P,43,P,57,P,66,P,96,P,1,P
56,44,P,61,P,38,P,42,P,43,P,76,P,2,P
105,84,P,73,P,35,P,72,P,73,P,79,P,1,P
65,52,P,37,P,30,P,36,P,48,P,73,P,PASS,P
17,13,F,40,P,44,P,52,P,35,P,53,P,FAIL,F
94,75,P,30,P,82,P,44,P,45,P,45,P,2,P
78,62,P,38,P,54,P,43,P,40,P,54,P,PASS,P
75,60,P,12,F,35,P,42,P,47,P,44,P,FAIL,F
102,81,P,51,P,55,P,61,P,57,P,86,P,1,P
70,56,P,51,P,35,P,39,P,30,P,44,P,PASS,P
21,16,F,19,F,38,P,35,P,13,F,17,F,FAIL,F
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
11,8,F,10,F,N/A,A,12,F,11,F,N/A,A,FAIL,F
65,52,P,30,P,35,P,36,P,30,P,61,P,PASS,P
64,51,P,47,P,60,P,30,P,31,P,38,P,PASS,P
11,8,F,15,F,14,F,35,P,36,P,42,P,FAIL,F
0,0,F,0,F,2,F,15,F,1,F,1,F,FAIL,F
32,25,F,37,P,18,F,35,P,23,F,39,P,FAIL,F
22,17,F,35,P,45,P,56,P,46,P,74,P,FAIL,F
63,50,P,36,P,38,P,53,P,37,P,81,P,PASS,P
100,80,P,37,P,36,P,50,P,42,P,53,P,2,P
104,83,P,30,P,37,P,44,P,45,P,38,P,PASS,P
61,48,P,39,P,37,P,30,P,30,P,30,P,PASS,P
11,8,F,10,F,35,P,17,F,8,F,18,F,FAIL,F
21,16,F,13,F,15,F,35,P,40,P,53,P,FAIL,F
31,24,F,38,P,36,P,30,F,35,P,35,P,FAIL,F
79,63,P,52,P,60,P,41,P,69,P,83,P,1,P
61,48,P,40,P,30,P,30,P,30,P,60,P,PASS,P
65,52,P,14,F,46,P,23,F,22,F,46,P,FAIL,F
44,35,P,60,P,40,P,39,P,55,P,74,P,PASS,P
18,14,F,36,P,35,P,35,P,8,F,44,P,FAIL,F
107,85,P,49,P,39,P,75,P,66,P,73,P,1,P
53,42,P,35,P,30,P,35,P,36,P,43,P,PASS,P
44,35,P,30,P,35,P,37,P,40,P,56,P,PASS,P
81,64,P,35,P,50,P,37,P,41,P,56,P,PASS,P
70,56,P,58,P,53,P,56,P,35,P,62,P,2,P
40,32,P,35,P,40,P,55,P,30,P,39,P,PASS,P
13,10,F,13,F,40,P,45,P,30,F,47,P,FAIL,F
15,12,F,35,P,9,F,35,P,8,F,35,P,FAIL,F
45,36,P,30,P,35,P,52,P,35,P,36,P,PASS,P
75,60,P,47,P,42,P,45,P,30,P,60,P,PASS,P
107,85,P,68,P,55,P,62,P,48,P,61,P,1,P
70,56,P,42,P,37,P,50,P,50,P,75,P,2,P
48,38,P,6,F,44,P,39,P,35,P,25,F,FAIL,F
99,79,P,54,P,70,P,41,P,55,P,70,P,1,P
47,37,P,12,F,13,F,24,F,14,F,30,F,FAIL,F
63,50,P,46,P,9,F,58,P,25,F,50,P,FAIL,F
111,88,P,77,P,46,P,56,P,40,P,65,P,1,P
122,97,P,43,P,56,P,65,P,54,P,75,P,1,P
58,46,P,54,P,30,P,57,P,39,P,49,P,PASS,P
90,72,P,35,P,35,P,54,P,47,P,63,P,2,P
105,84,P,51,P,73,P,73,P,64,P,98,P,1,P
38,30,P,35,P,36,P,42,P,47,P,67,P,PASS,P
100,80,P,66,P,51,P,75,P,45,P,85,P,1,P
44,35,P,30,P,35,P,35,P,35,P,46,P,PASS,P
95,76,P,35,P,50,P,65,P,63,P,87,P,1,P
45,36,P,35,P,35,P,N/A,A,40,P,35,P,FAIL,F
63,50,P,30,P,30,P,49,P,47,P,81,P,PASS,P
38,30,P,36,P,30,P,42,P,30,P,61,P,PASS,P
101,80,P,50,P,30,P,76,P,41,P,75,P,2,P
44,35,P,35,P,35,P,37,P,44,P,35,P,PASS,P
85,68,P,65,P,42,P,35,P,50,P,65,P,2,P
78,62,P,38,P,30,P,48,P,48,P,68,P,PASS,P
20,16,F,35,P,35,P,60,P,30,F,41,P,FAIL,F
17,13,F,14,F,35,P,35,P,30,F,35,P,FAIL,F
93,74,P,75,P,78,P,49,P,46,P,53,P,1,P
83,66,P,30,P,51,P,78,P,30,P,66,P,2,P
114,91,P,91,P,98,P,82,P,64,P,97,P,D   ,P
114,91,P,94,P,75,P,71,P,70,P,79,P,1,P
102,81,P,50,P,72,P,69,P,71,P,94,P,1,P
122,97,P,85,P,90,P,80,P,71,P,92,P,D   ,P
74,59,P,30,P,38,P,54,P,30,P,55,P,PASS,P
91,72,P,37,P,72,P,57,P,47,P,46,P,2,P
97,77,P,44,P,41,P,55,P,42,P,37,P,2,P
38,30,P,45,P,56,P,36,P,38,P,55,P,PASS,P
82,65,P,38,P,45,P,66,P,55,P,88,P,2,P
36,28,F,12,F,35,P,35,P,31,F,51,P,FAIL,F
50,40,P,54,P,30,P,66,P,58,P,84,P,2,P
38,30,P,30,P,42,P,58,P,30,P,37,P,PASS,P
75,60,P,68,P,60,P,42,P,63,P,64,P,2,P
72,57,P,60,P,70,P,41,P,35,P,67,P,2,P
45,36,P,53,P,43,P,19,F,19,F,14,F,FAIL,F
51,40,P,36,P,9,F,46,P,47,P,65,P,FAIL,F
32,25,F,18,F,35,P,38,P,30,F,35,P,FAIL,F
78,62,P,36,P,42,P,53,P,40,P,66,P,2,P
106,84,P,50,P,31,P,67,P,63,P,70,P,1,P
45,36,P,30,P,35,P,38,P,30,P,51,P,PASS,P
5,4,F,35,P,38,P,19,F,13,F,30,F,FAIL,F
53,42,P,30,P,30,P,40,P,30,P,40,P,PASS,P
80,64,P,17,F,12,F,35,P,46,P,41,P,FAIL,F
46,36,P,37,P,30,P,46,P,51,P,50,P,PASS,P
107,85,P,65,P,75,P,55,P,54,P,65,P,1,P
86,68,P,88,P,80,P,84,P,84,P,90,P,1,P
115,92,P,69,P,90,P,69,P,74,P,87,P,1,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
25,20,F,15,F,35,P,30,F,23,F,39,P,FAIL,F
112,89,P,94,P,95,P,87,P,61,P,97,P,D   ,P
111,88,P,71,P,58,P,46,P,39,P,86,P,1,P
75,60,P,40,P,39,P,50,P,45,P,62,P,PASS,P
90,72,P,62,P,77,P,61,P,62,P,84,P,1,P
58,46,P,35,P,35,P,35,P,30,F,14,F,FAIL,F
24,19,F,6,F,19,F,8,F,20,F,38,P,FAIL,F
62,49,P,30,P,39,P,37,P,35,P,46,P,PASS,P
111,88,P,87,P,60,P,41,P,71,P,76,P,1,P
N/A,N/A,A,N/A,A,35,P,N/A,A,0,F,N/A,A,FAIL,F
62,49,P,54,P,40,P,35,P,37,P,82,P,PASS,P
62,49,P,51,P,30,P,50,P,35,P,65,P,PASS,P
66,52,P,30,P,35,P,40,P,30,P,47,P,PASS,P
65,52,P,30,P,30,P,40,P,35,P,37,P,PASS,P
56,44,P,39,P,30,P,35,P,45,P,46,P,PASS,P
114,91,P,80,P,96,P,72,P,71,P,92,P,1,P
64,51,P,47,P,40,P,70,P,66,P,68,P,2,P
111,88,P,39,P,30,P,45,P,36,P,57,P,2,P
67,53,P,62,P,65,P,56,P,56,P,61,P,2,P
105,84,P,58,P,51,P,82,P,58,P,81,P,1,P
89,71,P,44,P,52,P,40,P,43,P,43,P,PASS,P
109,87,P,60,P,58,P,75,P,61,P,77,P,1,P
53,42,P,39,P,35,P,56,P,48,P,65,P,PASS,P
75,60,P,57,P,68,P,82,P,47,P,82,P,1,P
110,88,P,68,P,82,P,61,P,60,P,94,P,1,P
44,35,P,17,F,36,P,16,F,22,F,35,P,FAIL,F
57,45,P,46,P,35,P,23,F,22,F,20,F,FAIL,F
96,76,P,54,P,82,P,60,P,67,P,90,P,1,P
78,62,P,66,P,30,P,53,P,42,P,66,P,2,P
48,38,P,35,P,42,P,35,P,35,P,72,P,PASS,P
7,5,F,9,F,9,F,35,P,21,F,37,P,FAIL,F
67,53,P,30,P,30,P,41,P,46,P,52,P,PASS,P
105,84,P,47,P,64,P,53,P,67,P,63,P,1,P
44,35,P,11,F,19,F,27,F,21,F,20,F,FAIL,F
43,34,P,35,P,35,P,36,P,35,P,35,P,PASS,P
38,30,P,32,P,36,P,38,P,35,P,40,P,PASS,P
38,30,P,40,P,61,P,46,P,36,P,65,P,PASS,P
6,4,F,11,F,11,F,42,P,21,F,37,P,FAIL,F
90,72,P,30,P,60,P,59,P,49,P,61,P,2,P
47,37,P,30,P,37,P,37,P,41,P,43,P,PASS,P
57,45,P,35,P,35,P,41,P,30,P,45,P,PASS,P
67,53,P,66,P,36,P,38,P,47,P,59,P,2,P
38,30,P,42,P,30,P,39,P,40,P,45,P,PASS,P
66,52,P,36,P,35,P,30,P,46,P,79,P,PASS,P
45,36,P,36,P,13,F,54,P,35,P,54,P,FAIL,F
51,40,P,35,P,11,F,30,F,25,F,39,P,FAIL,F
80,64,P,30,P,63,P,39,P,35,P,82,P,2,P
94,75,P,52,P,30,P,30,P,59,P,53,P,2,P
66,52,P,40,P,30,P,54,P,51,P,45,P,PASS,P
13,10,F,15,F,35,P,38,P,23,F,46,P,FAIL,F
57,45,P,42,P,48,P,44,P,54,P,45,P,PASS,P
68,54,P,30,P,43,P,39,P,41,P,70,P,PASS,P
52,41,P,62,P,40,P,54,P,35,P,50,P,PASS,P
54,43,P,12,F,10,F,37,P,30,F,47,P,FAIL,F
94,75,P,96,P,62,P,51,P,45,P,60,P,1,P
64,51,P,38,P,30,P,59,P,30,P,67,P,PASS,P
N/A,N/A,A,35,P,35,P,39,P,0,F,N/A,A,FAIL,F
44,35,P,30,P,35,P,48,P,35,P,40,P,PASS,P
90,72,P,70,P,48,P,50,P,54,P,64,P,1,P
2,1,F,18,F,8,F,30,F,20,F,16,F,FAIL,F
74,59,P,30,P,36,P,45,P,35,P,53,P,PASS,P
51,40,P,30,P,36,P,36,P,31,P,35,P,PASS,P
81,64,P,35,P,96,P,42,P,35,P,50,P,2,P
48,38,P,35,P,35,P,39,P,30,P,35,P,PASS,P
96,76,P,63,P,74,P,50,P,36,P,70,P,1,P
44,35,P,30,P,30,P,41,P,30,P,71,P,PASS,P
83,66,P,41,P,50,P,66,P,53,P,57,P,2,P
116,92,P,75,P,72,P,73,P,65,P,93,P,1,P
74,59,P,30,P,30,P,50,P,44,P,57,P,PASS,P
44,35,P,30,P,30,P,35,P,45,P,40,P,PASS,P
51,40,P,42,P,35,P,38,P,35,P,35,P,PASS,P
53,42,P,45,P,39,P,35,P,40,P,55,P,PASS,P
98,78,P,47,P,50,P,49,P,58,P,85,P,1,P
113,90,P,61,P,90,P,77,P,60,P,91,P,1,P
99,79,P,45,P,41,P,46,P,42,P,47,P,2,P
87,69,P,84,P,95,P,61,P,64,P,74,P,1,P
83,66,P,65,P,56,P,58,P,60,P,76,P,1,P
103,82,P,60,P,63,P,51,P,43,P,64,P,1,P
45,36,P,35,P,14,F,35,P,23,F,56,P,FAIL,F
12,9,F,14,F,18,F,17,F,6,F,9,F,FAIL,F
79,63,P,48,P,64,P,62,P,57,P,N/A,A,FAIL,F
94,75,P,58,P,57,P,41,P,64,P,72,P,1,P
16,12,F,35,P,35,P,48,P,42,P,41,P,FAIL,F
44,35,P,30,P,35,P,36,P,41,P,35,P,PASS,P
114,91,P,68,P,63,P,81,P,62,P,88,P,1,P
92,73,P,50,P,62,P,65,P,68,P,75,P,1,P
48,38,P,35,P,35,P,21,F,15,F,43,P,FAIL,F
